Review,clean_text
"This movie had me scared and on edge from start to finish. It's been a long time since I saw a horror movie this good.The story is a bit cliche at some points, but it is well written and well made most of the time. The acting is great as well, which is not always a common thing when it comes to horror movies. It is very well directed and the atmosphere is really eerie.The first girl to die in the movie probably had the most unpleasent smile I have seen in maybe my whole life. Especially when the therapist started seeing her in the darkness as an hallucination. That really gave me the chills. Then there were some smiles that was not very scary, like the patient Carl. The pacing of the movie was excellent. It got more and more creepy as the story progressed. The ending really etched into my brain, and I actually thought I was gonna have nightmares that night, which does not happen to me very often. The day after I saw this movie, a car passed me by, and the old man driving looked at me and smiled... The only thing I could think about was this movie.This was Parker Finn's first feature film. I really hope he makes more films like this one. A good start on his writing/directing career. Well done!",movie scared edge start finish long time since saw horror movie good story bit cliche point well written well made time acting great well always common thing come horror movie well directed atmosphere really eerie first girl die movie probably unpleasent smile seen maybe whole life especially therapist started seeing darkness hallucination really gave chill smile scary like patient carl pacing movie excellent got creepy story progressed ending really etched brain actually thought gonna nightmare night happen often day saw movie car passed old man driving looked smiled thing could think movie parker finn first feature film really hope make film like one good start writing directing career well done
"Smile obsesses over saturating every moment in unsettling dread. The score and sound effects make every moment uneasy and uncomfortable, and not in a good way. Smile's premise bore many similarities to It Follows with much poorer execution. Smile stumbled from jump scare to jump scare. I started closing my eyes because the jump scares were so predictable, and I was tired of having disturbing images screamed in my face. I will say that Sosie Bacon did an excellent job with what she was given, with her performance being the only bright spot in the film. Unfortunately, the movie was unimpressive and tried to cloak mediocrity in a fountain of jump scares, stressful noises, and unpleasant moments.",smile ob saturating every moment unsettling dread score sound effect make every moment uneasy uncomfortable good way smile premise bore many similarity follows much poorer execution smile stumbled jump scare jump scare started closing eye jump scare predictable tired disturbing image screamed face say sosie bacon excellent job given performance bright spot film unfortunately movie unimpressive tried cloak mediocrity fountain jump scare stressful noise unpleasant moment
"SmileFor lovers of the horror genre this was a treat from start to finish. Sosie Bacon who played Dr Rose Cotter, the shrink, was perfectly cast, never off the screen and the camera work was up close and personal. It really was a great acting performance in a horror role, nuanced, varied and very intense, we were certainly rooting for her!The script was tight and everything was sacrificed for the narrative impetus, the mark of classic horror.Without spoiling this movie there was a very similar plot in an original Star Trek episode, I will let the sci-fi wonks identify this similarity.Overall it was a great night out and I couldn't guess the conclusion. I'm giving this a firm 8 outta 10, it really was very good!",smilefor lover horror genre treat start finish sosie bacon played dr rose cotter shrink perfectly cast never screen camera work close personal really great acting performance horror role nuanced varied intense certainly rooting script tight everything sacrificed narrative impetus mark classic horror without spoiling movie similar plot original star trek episode let sci fi wonk identify similarity overall great night guess conclusion giving firm outta really good
"This is really one of the best horrorfilms i have seen.I assure you that this is much scarier then most hollywood horrorfilm out there.This is a mixture between real horror och psychological horror, which is shown very clear by the brilliant acting from Sosie Bacon.The brilliant atmosphere is really well-made.What i really want to point out is that the ending is very good. Its actually aswell belonga to one of the more better ending to a horrormovie.I watched it at the cinema and yes people (including me) got actually a bit scared. That's something happing rarely, because i think a lot of the classical horrorfilms are too exaggerated, which Smile is not.",really one best horrorfilms seen assure much scarier hollywood horrorfilm mixture real horror och psychological horror shown clear brilliant acting sosie bacon brilliant atmosphere really well made really want point ending good actually aswell belonga one better ending horrormovie watched cinema yes people including got actually bit scared something happing rarely think lot classical horrorfilms exaggerated smile
"""Smile"" is a film that has a spectacular art direction, its interior and exterior locations are well achieved, from looking calm to being gloomy. The performances are good, highlighting those of Sosie Bacon and Kyle Gallner. The problem is in its script that is not entirely original, we have a mix between the story of ""The Ring"" together with ""It Follows"" and even elements of the lousy movie ""Truth or Dare"", the result is nice but it doesn't come furthermore, some scenes are drawn out and become predictable, the story's formula of a curse being passed from one person to another is losing its charm. A good movie but without more pretensions than entertaining.",smile film spectacular art direction interior exterior location well achieved looking calm gloomy performance good highlighting sosie bacon kyle gallner problem script entirely original mix story ring together follows even element lousy movie truth dare result nice come furthermore scene drawn become predictable story formula curse passed one person another losing charm good movie without pretension entertaining
"Do you remember the movie ""It Follows""? Smile reminds me a lot about that movie. The plot is very similar, something is passed on from one victim to another. The creepiness and terror are also very much alike. It's pretty terrifying, even though it doesn't use that many jump scares. Unlike other horror movies which primarily relying on jump scares to get the audiences hooked. The plot is rather predictable, I could already guess the ending halfway through the movie. But even then, I didn't get bored. It must be the way the director made the movie engaging. The only reason I didn't give it 7 stars is because I hate unsettled endings. I like horror movies where the protagonist survives and defeats the source of problem. That's the only reason I gave it 6 stars.",remember movie follows smile reminds lot movie plot similar something passed one victim another creepiness terror also much alike pretty terrifying even though use many jump scare unlike horror movie primarily relying jump scare get audience hooked plot rather predictable could already guess ending halfway movie even get bored must way director made movie engaging reason give star hate unsettled ending like horror movie protagonist survives defeat source problem reason gave star
"Just came back after a viewing of this & wow, this film is one of the examples of Trailers looking better than the actual film itself.The film sees a mental health doctor who after witnesses a suicide of a patient right in front of her eyes who grins in a sinister way & describes a supernatural force prior. However, this entity has soon attached itself to her & begins to ruin every aspect of her life. She must investigate in order to stop whatever it is that has attached itself to her.I found the film to be mostly boring. Ok, it had some gory, creepy & sinister moments in it, but, for a film with such a basic & thin premise with little to no depth, it was too long!!! 1 hour & 50 minutes!! The film could've easily have been 30 minutes shorter fro crying out loud!The story & it's premise was so basic & out there that it wasn't even that intriguing! The trailer made the film seem better than it actually was sadly! The ending man, the ending was just out there!! The film dragged on for literally nothing & why!? It! Makes! No! Sense!Also, the death of the cat was unneeded as well as other stuff...! You know what I mean...!Overall, it's simple unimaginative story & concept that's a wannabe of Truth or Dare, which is far better by the way! The deaths are ok (apart from the opening kill which was ace) & the film itself feels like a forgettable after thought!3/10.",came back viewing wow film one example trailer looking better actual film film see mental health doctor witness suicide patient right front eye grin sinister way describes supernatural force prior however entity soon attached begin ruin every aspect life must investigate order stop whatever attached found film mostly boring ok gory creepy sinister moment film basic thin premise little depth long hour minute film could easily minute shorter fro cry loud story premise basic even intriguing trailer made film seem better actually sadly ending man ending film dragged literally nothing make sense also death cat unneeded well stuff know mean overall simple unimaginative story concept wannabe truth dare far better way death ok apart opening kill ace film feel like forgettable thought
"This movie just gave me hell of a ride the whole time. All I can say is Amazing . It was suspenseful, thrilling. Like Rose, I was kind of digging too. I was eager to know what's happening around her. Was it just her hallucinations or real? She is also a therapist, so seeing her getting through this makes me wonder how she is going to deal with this.Though it looked like hallucination at first but it doesn't seem to be hallucination at last. Then what's this? Around 20 people have gone through same situation and the pattern they followed is same too. So,what's really going on?Is really a curse which is passing from person to person??It was really good but ending is juat unsatisfactory to me. I really wanted to know how it all starts. But,it ends without any answer.",movie gave hell ride whole time say amazing suspenseful thrilling like rose kind digging eager know happening around hallucination real also therapist seeing getting make wonder going deal though looked like hallucination first seem hallucination last around people gone situation pattern followed really going really curse passing person person really good ending juat unsatisfactory really wanted know start end without answer
"A creepy therapist lady makes a bad choice picking out a present for her nephews b-day, and the party goers are left speechless. The therapist can't understand her sister losing her head over an obvious mistake. She needs to take a break from work but she just mopes around her house arguing with her fiancé and drinking wine. She catches her fiancé with another woman, so ends up with her ex, who is a policeman. They download and print gory photos of smiling dead people. She visits a dude in prison for murder who gives her a clue about life, but he is not happy to see her. Will the boy understand the odd birthday gift? Will the therapist and her ex get back together or will her mother interfere? These questions and more will become more confusing as you watch this critically acclaimed movie.",creepy therapist lady make bad choice picking present nephew b day party goer left speechless therapist understand sister losing head obvious mistake need take break work mope around house arguing fianc drinking wine catch fianc another woman end ex policeman download print gory photo smiling dead people visit dude prison murder give clue life happy see boy understand odd birthday gift therapist ex get back together mother interfere question become confusing watch critically acclaimed movie
"One of very few horror movies that managed to surprise me this year. When the trailer came out, I thought it was gonna be another dumb, incompetent mess.I was proved wrong.From the very start, everything from the directing, performances to the cinematography and sound design were absolute stunning. How a low budget managed this feat was beyond me but the film was simply mesmerizing to look at.The horror was quite effective with jumpscares and dreadful moments, albeit some cheap ones but not that distracting. They were able to build up the tension so well and never intended to tone it down right till the very end. The plot was simple enough to interlink all relevant characters to make me care about them, although some could complain 90% of the characters were just filler and I might agree with that. However, the protagonist was good enough to carry the whole show.One thing that may not sit well with a lot of audience was the use of mental illness. Smile handled it decently but don't expect Oscar worthy exposition. And no, it wasn't exactly the main theme so try not to quit halfway through because there would be surprises by the last act of the film.Give it a go. I'd say it was well worth the time for horror fans like myself. This was not just some Annabelle or Insidious sequels but something more.",one horror movie managed surprise year trailer came thought gonna another dumb incompetent mess proved wrong start everything directing performance cinematography sound design absolute stunning low budget managed feat beyond film simply mesmerizing look horror quite effective jumpscares dreadful moment albeit cheap one distracting able build tension well never intended tone right till end plot simple enough interlink relevant character make care although could complain character filler might agree however protagonist good enough carry whole show one thing may sit well lot audience use mental illness smile handled decently expect oscar worthy exposition exactly main theme try quit halfway would surprise last act film give go say well worth time horror fan like annabelle insidious sequel something
"What an incredible year for horror!The intro scene is conceptually perfect. Why? Because it immediately gives us all that we need to get into the context of the film, not only in terms of the most classic horror elements but also in terms of its main themes. All this before its title card. But how? Introducing us immediately to our main character, Dr Rose Cotter, who works in a psychiatric hospital and who receives a visit from a new patient who in ten minutes shows strange behaviour, claims to be being followed by an evil entity, smiles scarily and commits suicide. And now that curse seems to have passed on to our Dr., who is impeccably played by Sosie Bacon, in one of those roles where she often has to balance herself on the boundary that separates what everyone sees and what only she can see.Trauma. It will always be traumatic to witness an event as dramatic and violent as a suicide. And it is from trauma that this entity feeds. And how well this theme is used... after all, many of us have gone through traumas and traumas are just kept in a hidden corner within us, always ready to be reactivated. Grief and guilt are often associated with traumatic events, and Smile does not deny that connection. Nor does it refuse to make connections with psychological and mental problems that can arise from it and how when this happens, the victim becomes even more placed on the sidelines, more isolated, more alone in a world from which one does not intend to move away but from which finds no other alternative.But of course, this is a horror movie and it's not only about the message that a film of the genre should live. Good news: even if you don't care about meaning, Smile is pretty good and effective entertainment. The suspenseful scenes are very well constructed, the environment feels heavy for long moments and it presents us with several jump scares that work perfectly, being this one of the scariest films of recent years.The film suffers from a certain predictability typical of the genre - I saw that ending coming from miles away - and, at times, it seems to rely a little too much on the power of suggestion and the effectiveness of its scares, although there are reasons for that because those are two areas where it stands out. The visual effects - mostly practical - are not present for long moments, but when they appear they elevate the work, with some really terrifying images. And as for Parker Finn...what a great movie debut, not only because of the way he leaves us on edge thanks to a very safe direction but also for presenting some elements that we don't often see in horror in terms of the originality of shots and scene transitions.2022 doesn't stop giving us good horror. Smile bets on a heavy atmosphere, strong messages and very effective scares to give us one of the tensest films of the year. A little bit The Ring, a little bit It Follows, but also a very own identity that should ensure this will not stop here.",incredible year horror intro scene conceptually perfect immediately give u need get context film term classic horror element also term main theme title card introducing u immediately main character dr rose cotter work psychiatric hospital receives visit new patient ten minute show strange behaviour claim followed evil entity smile scarily commits suicide curse seems passed dr impeccably played sosie bacon one role often balance boundary separate everyone see see trauma always traumatic witness event dramatic violent suicide trauma entity feed well theme used many u gone trauma trauma kept hidden corner within u always ready reactivated grief guilt often associated traumatic event smile deny connection refuse make connection psychological mental problem arise happens victim becomes even placed sideline isolated alone world one intend move away find alternative course horror movie message film genre live good news even care meaning smile pretty good effective entertainment suspenseful scene well constructed environment feel heavy long moment present u several jump scare work perfectly one scariest film recent year film suffers certain predictability typical genre saw ending coming mile away time seems rely little much power suggestion effectiveness scare although reason two area stand visual effect mostly practical present long moment appear elevate work really terrifying image parker finn great movie debut way leaf u edge thanks safe direction also presenting element often see horror term originality shot scene transition stop giving u good horror smile bet heavy atmosphere strong message effective scare give u one tensest film year little bit ring little bit follows also identity ensure stop
"Pretty disappointed overall! Yeah the case is pretty interesting when we try to know more about the curse that the young woman have and we learn also more about it. Its transmit when there is a trauma and to get rid of it we need to kill someone else. So yeah thats pretty it. I mean at the end, the monster was very well made and have a scary face and proportions. But except that its only jumpscares, dreams, music who play a dissonnant rythm and thats all. We have all the cliché here: a woman lose her job because she is possessed by something since the young lady killed herself in front of her. And we have the separation from her sister, husband and even her psy. The jumpscares are there but the story was pretty simple and to know more about the possession trough the other cases is good but clearly not enough to hide all the classic parts of an horror movie. I did like the sound design and it really give the tension when its needed but beside that its classic and not so interesting honestly. Good if you dont have other horror movies to see in the moment.",pretty disappointed overall yeah case pretty interesting try know curse young woman learn also transmit trauma get rid need kill someone else yeah thats pretty mean end monster well made scary face proportion except jumpscares dream music play dissonnant rythm thats clich woman lose job possessed something since young lady killed front separation sister husband even psy jumpscares story pretty simple know possession trough case good clearly enough hide classic part horror movie like sound design really give tension needed beside classic interesting honestly good dont horror movie see moment
